StepNumber,Step,Unit,PartNumber,id,blend_item_code,trimmed_item_code,Unnamed: 4,Unnamed: 5
13,Add Lemon Fragrance ,lbs,030004,13,602017,602017,,
14,Add Keyacid Napthol Green,grams,030016,14,602017,602017,,
15,Agitate for 10 minutes.,,,15,602017,602017,,
16,Sample blend; label sample container; and deliver sample to QC Lab.,,,16,602017,602017,,
17,Ensure that any agitators used have been turned off.,,,17,602017,602017,,
18,Remove GHS label from the mix vessel.,,,18,602017,602017,,
1,Gather the required materials.,,,1,602020,602020,,
2,Verify that the poly/plastic vessel is clean. ,,,2,602020,602020,,
3,Charge main mix vessel with hydrochloric acid.,lbs,030050,3,602020,602020,,
4,Using blue wire locks; re-seal hydrochloric acid tote.,,,4,602020,602020,,
5,Retrieve another vessel to pre-mix the remaining ingredients. ,,,5,602020,602020,,
6,Add water to pre-mix vessel.,lbs,WATER,6,602020,602020,,
7,Add oxalic acid to pre-mix vessel.,lbs,030025,7,602020,602020,,
8,Add  91-8 to pre-mix vessel.,lbs,031013,8,602020,602020,,
9,Add IPA to pre-mix vessel.,lbs,030018,9,602020,602020,,
10,Add Savonna Fragrance to pre-mix vessel.,grams,030048,10,602020,602020,,
11,Agitate pre-mix vessel for 60 minutes.,,,11,602020,602020,,
12,Start agitator in main mix vessel. ,,,12,602020,602020,,
13,Add pre-mix to the main mixing vessel. ,,,13,602020,602020,,
14,Agitate main mix vessel for 60 minutes.,,,14,602020,602020,,
15,Sample blend; label sample container; and deliver sample to QC Lab.,,,15,602020,602020,,
16,Ensure that any agitators used have been turned off.,,,16,602020,602020,,
17,VW 7-19-23 Switched from TAM-DET to 91-8 for EU regs,,,17,602020,602020,,
1,Gather the required materials.,,,1,602021,602021,,
2,Verify that the vessel is clean. ,,,2,602021,602021,,
3,Apply GHS label to the mix vessel.,,,3,602021,602021,,
4,Charge vessel with water.,gal,WATER,4,602021,602021,,
5,Start agitator.,,,5,602021,602021,,
6,Add Chromatint 0408 Blue,grams,030112,6,602021,602021,,
7,Add Busan 1264,lbs,030146,7,602021,602021,,
8,Add APW286,lbs,030002,8,602021,602021,,
9,Add IPA,lbs,030018,9,602021,602021,,
10,Add Flexiwet NF,grams,030079,10,602021,602021,,
11,Add Blueberry W/S Fragrance,lbs,030175,11,602021,602021,,
12,Add APS-342,grams,031036,12,602021,602021,,
13,Agitate for 20 minutes.,,,13,602021,602021,,
14,Sample blend; label sample container; and deliver sample to QC Lab.,,,14,602021,602021,,
15,Ensure that any agitators used have been turned off.,,,15,602021,602021,,
16,Remove GHS label from the mix vessel.,,,16,602021,602021,,
1,Gather the required materials.,,,1,602022,602022,,
2,Apply GHS label to the mix vessel.,,,2,602022,602022,,
3,Verify that the vessel is clean. ,,,3,602022,602022,,
4,Charge vessel with water.,gal,WATER,4,602022,602022,,
5,Start agitator.,,,5,602022,602022,,
6,IPA,lbs,030018,6,602022,602022,,
7,Ethoxylated Amine E-T-15,lbs,030046,7,602022,602022,,
8,Phosphoric Acid 75% Tech Grade,lbs,240079,8,602022,602022,,
9,Using black wire locks; re-seal phosphoric acid tote.,,,9,602022,602022,,
10,Agitate for 10 minutes.,,,10,602022,602022,,
11,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,602022,602022,,
12,Ensure that any agitators used have been turned off.,,,12,602022,602022,,
13,Remove GHS label from the mix vessel.,,,13,602022,602022,,
1,Gather the required materials.,,,1,602023,602023,,
2,Verify that the vessel is clean. ,,,2,602023,602023,,
3,Apply GHS label to the mix vessel.,,,3,602023,602023,,
4,Charge vessel with water.,gal,WATER,4,602023,602023,,
5,Start agitator.,,,5,602023,602023,,
6,Add Preventol D7,lbs,030146P,6,602023,602023,,
7,Add Fibrosil -EM60-HG ,lbs,030164,7,602023,602023,,
8,Add Cherry Fragrance,lbs,031043,8,602023,602023,,
9,Add Eversorb AQ1,grams,030110,9,602023,602023,,
10,Agitate for 20 minutes.,,,10,602023,602023,,
11,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,602023,602023,,
12,Ensure that any agitators used have been turned off.,,,12,602023,602023,,
13,Remove GHS label from the mix vessel.,,,13,602023,602023,,
1,Gather the required materials.,,,1,602024,602024,,
2,Verify that the vessel is clean. ,,,2,602024,602024,,
3,Apply GHS label to the mix vessel.,,,3,602024,602024,,
4,Charge vessel with IPA - Make sure tote cage is grounded properly,lbs,030018,4,602024,602024,,
5,Add Xiameter PMX 200 Fluid 50cst.,lbs,030056,5,602024,602024,,
6,Agitate for 5 minutes.,,,6,602024,602024,,
7,Add Sulfuric Acid,lbs,030015,7,602024,602024,,
8,Using green wire locks; re-seal sulfuric acid tote.,,,8,602024,602024,,
9,Agitate for 20 minutes.,,,9,602024,602024,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,602024,602024,,
11,Ensure that any agitators used have been turned off.,,,11,602024,602024,,
12,Remove GHS label from the mix vessel.,,,12,602024,602024,,
1,Gather the required materials.,,,1,602029,602029,,
2,Verify that the vessel is clean. ,,,2,602029,602029,,
3,Apply GHS label to the mix vessel.,,,3,602029,602029,,
4,Charge vessel with LPA / Mineral Spirits.,GAL,030033,4,602029,602029,,
5,Add CA1082 Mix for 10 min.,lbs,030093,5,602029,602029,,
6,Add the Motiva Star 4,lbs,100427,6,602029,602029,,
7,Agitate until ingredients are mixed.,,,7,602029,602029,,
8,Sample blend; label sample container; and deliver sample to QC Lab.,,,8,602029,602029,,
9,Ensure that any agitators used have been turned off.,,,9,602029,602029,,
10,Remove GHS label from the mix vessel.,,,10,602029,602029,,
1,Gather the required materials.,,,1,602030,602030,,
2,Retrieve a dedicated or brand new tote for this blend. ,,,2,602030,602030,,
3,Apply GHS label to the tote.,,,3,602030,602030,,
4,Charge tote with Barnacle Remover blend.,,602020,4,602030,602030,,
5,Add Fast Green 5050,,030028,5,602030,602030,,
6,Agitate until ingredients are mixed.,,,6,602030,602030,,
7,Sample blend; label sample container; and deliver sample to QC Lab.,,,7,602030,602030,,
8,Ensure that any agitators used have been turned off.,,,8,602030,602030,,
1,Gather the required materials.,,,1,602032CARB,602032CARB,,
2,Verify that the mixing vessel is empty.,,,2,602032CARB,602032CARB,,
3,Set aside 55 gallons of Calumet to flush with. ,,100507TANKO,3,602032CARB,602032CARB,,
4,Charge vessel with Calumet 400-500 vessel O,,100507TANKO,4,602032CARB,602032CARB,,
5,Add Sasaol LPA 170 (vessel B),,100507TANKB,5,602032CARB,602032CARB,,
6,Start agitator.,,,6,602032CARB,602032CARB,,
7,Select Synray speed on the pump,,,7,602032CARB,602032CARB,,
8,Add Synray 1182,,030195,8,602032CARB,602032CARB,,
9,Select Tung Oil speed on the pump,,,9,602032CARB,602032CARB,,
10,Add Polymerized Tung Oil,,030150,10,602032CARB,602032CARB,,
11,Add Automate Brown 2HF,,030063,11,602032CARB,602032CARB,,
12,Flush pump; adding the remaining 55gal of Calumet to the blend.,,100507TANKO,12,602032CARB,602032CARB,,
13,Sample blend; label sample container; and deliver sample to QC Lab.,,,13,602032CARB,602032CARB,,
14,Ensure that any agitators used have been turned off.,,,14,602032CARB,602032CARB,,
1,Gather the required materials.,,,1,602032SIKA,602032SIKA,,
2,Verify that the mixing vessel is empty.,,,2,602032SIKA,602032SIKA,,
3,Set aside 55 gallons of Calumet to flush with. ,,100507TANKO,3,602032SIKA,602032SIKA,,
4,Charge vessel with Calumet 400-500 vessel O,,100507TANKO,4,602032SIKA,602032SIKA,,
5,Add Conosol 260,,031026,5,602032SIKA,602032SIKA,,
6,Start agitator.,,,6,602032SIKA,602032SIKA,,
7,Select Synray speed on the pump,,,7,602032SIKA,602032SIKA,,
8,Add Synray 1182,,030195,8,602032SIKA,602032SIKA,,
9,Select Tung Oil speed on the pump,,,9,602032SIKA,602032SIKA,,
10,Add Polymerized Tung Oil,,030150,10,602032SIKA,602032SIKA,,
11,Flush pump; adding the remaining 55gal of Calumet to the blend.,,100507TANKO,11,602032SIKA,602032SIKA,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,602032SIKA,602032SIKA,,
13,Ensure that any agitators used have been turned off.,,,13,602032SIKA,602032SIKA,,
1,Gather the required materials.,,,1,602033KPK,602033KPK,,
2,Verify that the vessel is clean. ,,,2,602033KPK,602033KPK,,
3,Apply GHS label to the mix vessel.,,,3,602033KPK,602033KPK,,
4,Charge vessel with Calumet 400-500 vessel O,lbs,100507TANKO,4,602033KPK,602033KPK,,
5,Start agitator. ,,,5,602033KPK,602033KPK,,
6,Add Afton 6455,lbs,100547,6,602033KPK,602033KPK,,
7,Add Ethanox 4737R,lbs,100548,7,602033KPK,602033KPK,,
8,Agitate for 30 minutes.,,,8,602033KPK,602033KPK,,
9,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,602033KPK,602033KPK,,
10,Ensure that any agitators used have been turned off.,,,10,602033KPK,602033KPK,,
11,Remove GHS label from the mix vessel.,,,11,602033KPK,602033KPK,,
1,Gather the required materials.,,,1,602035,602035,,
2,Verify that the vessel is clean. ,,,2,602035,602035,,
3,Apply GHS label to the mix vessel.,,,3,602035,602035,,
4,Charge vessel with water.,,WATER,4,602035,602035,,
5,Start agitator.,,,5,602035,602035,,
6,Add Tomadol 91-8,,031013,6,602035,602035,,
7,Agitate for 5 minutes.,,,7,602035,602035,,
8,Add Propylene Glycol DPM,,030011,8,602035,602035,,
9,Add Propylene Glycol PnB,,030031,9,602035,602035,,
10,Agitate for 5 minutes.,,,10,602035,602035,,
11,Add Fatty Tall Oil,,030032,11,602035,602035,,
12,Add Mineral Spirits,,030057,12,602035,602035,,
13,Add Monoethanolamine,,030035,13,602035,602035,,
14,Add d-Limonene,,030038,14,602035,602035,,
15,Agitate for 10 minutes.,,,15,602035,602035,,
16,Sample blend; label sample container; and deliver sample to QC Lab.,,,16,602035,602035,,
17,Ensure that any agitators used have been turned off.,,,17,602035,602035,,
18,Remove GHS label from the mix vessel.,,,18,602035,602035,,
1,Gather the required materials.,,,1,602037EUR,602037EUR,,
2,Verify that the vessel is clean and empty. ,,,2,602037EUR,602037EUR,,
3,Charge vessel with DI water: DO NOT USE DI TANK. DIRECT FEED ONLY.,gal,030143,3,602037EUR,602037EUR,,
4,Sample DI Water and bring to lab for conductivity testing. ,,,4,602037EUR,602037EUR,,
5,Verify that DI Water passes conductivity testing. (Must be under 5uS),,,5,602037EUR,602037EUR,,
6,Ensure that the DI water pump is turned off.,,,6,602037EUR,602037EUR,,
7,Add E-39 Dissolvine.,lbs,030019,7,602037EUR,602037EUR,,
8,Recirculate with pumps to mix for 10 minutes. ,,,8,602037EUR,602037EUR,,
9,Add Sodium Hydroxide 50%,lbs,050007,9,602037EUR,602037EUR,,
10,Recirculate with pumps to mix for 10 minutes. ,,,10,602037EUR,602037EUR,,
11,"Take sample in LAB for pH before continuing, pH must be over 12",,,11,602037EUR,602037EUR,,
12,Add Sodium Hypochlorite 12.5%,lbs,030024,12,602037EUR,602037EUR,,
13,Using red wire locks; re-seal sodium hypochlorite tote.,,,13,602037EUR,602037EUR,,
14,Add Lauamine Oxide,lbs,030021,14,602037EUR,602037EUR,,
16,Recirculate with pumps to mix for 45 minutes. ,,,15,602037EUR,602037EUR,,
17,Run approx. 5 gallons out; sample blend; label sample container; and deliver sample to QC Lab.,,,16,602037EUR,602037EUR,,
18,Wash any totes that are being re-used with DI WATER,,,17,602037EUR,602037EUR,,
19,Update the status of each tote using the spraypainted dot system.,,,18,602037EUR,602037EUR,,
20,Lab must take pictures of all totes before emptying batch.,,,19,602037EUR,602037EUR,,
21,Upon approval from the lab; empty batch into totes with VENTED CAPS.,,,20,602037EUR,602037EUR,,
22,Ensure that the protective covering is placed over the white flush drum.,,,21,602037EUR,602037EUR,,
23,"VW 8/29/22 lowered 0rchdia MSR fragrance from 0.25% to 0.1%, increased NaOH from 0.9% to 1.1%, lowered dissolvine E-39 from 0.5% to 0.1%",,,22,602037EUR,602037EUR,,
1,Gather the required materials.,,,1,602037,602037,,
2,Verify that the vessel is clean and empty. ,,,2,602037,602037,,
3,Charge vessel with DI water: DO NOT USE DI TANK. DIRECT FEED ONLY.,gal,030143,3,602037,602037,,
4,Sample DI Water and bring to lab for conductivity testing. ,,,4,602037,602037,,
5,Verify that DI Water passes conductivity testing. (Must be under 5uS),,,5,602037,602037,,
6,Ensure that the DI water pump is turned off.,,,6,602037,602037,,
7,Add E-39 Dissolvine.,lbs,030019,7,602037,602037,,
8,Recirculate with pumps to mix for 10 minutes. ,,,8,602037,602037,,
9,Add Sodium Hydroxide 50%,lbs,050007,9,602037,602037,,
10,Recirculate with pumps to mix for 10 minutes. ,,,10,602037,602037,,
11,"Take sample in LAB for pH before continuing, pH must be over 12",,,11,602037,602037,,
12,Add Sodium Hypochlorite 12.5%,lbs,030024,12,602037,602037,,
13,Using red wire locks; re-seal sodium hypochlorite tote.,,,13,602037,602037,,
14,Add Calfax DB-45,lbs,030197,14,602037,602037,,
15,Add Orchidia Mildew Stain Fragrance,lbs,030197,15,602037,602037,,
16,Recirculate with pumps to mix for 45 minutes. ,,,16,602037,602037,,
17,Run approx. 5 gallons out; sample blend; label sample container; and deliver sample to QC Lab.,,,17,602037,602037,,
18,Wash any totes that are being re-used with DI WATER,,,18,602037,602037,,
19,Update the status of each tote using the spraypainted dot system.,,,19,602037,602037,,
20,Lab must take pictures of all totes before emptying batch.,,,20,602037,602037,,
21,Upon approval from the lab; empty batch into totes with VENTED CAPS.,,,21,602037,602037,,
22,Ensure that the protective covering is placed over the white flush drum.,,,22,602037,602037,,
23,"VW 8/29/22 lowered 0rchdia MSR fragrance from 0.25% to 0.1%, increased NaOH from 0.9% to 1.1%, lowered dissolvine E-39 from 0.5% to 0.1%",,,23,602037,602037,,
1,Gather the required materials.,,,1,602038,602038,,
2,Verify that the vessel is clean. ,,,2,602038,602038,,
3,Apply GHS label to the mix vessel.,,,3,602038,602038,,
4,Charge vessel with water.,,WATER,4,602038,602038,,
5,Start agitator.,,,5,602038,602038,,
6,Add Accusol 820,,030000,6,602038,602038,,
7,Agitate for 10 minutes,,,7,602038,602038,,
8,Add Sodium Metasilicate slowly.,,240073,8,602038,602038,,
9,Agitate until ingredients are mixed.,,,9,602038,602038,,
10,Add the Glycol Ether DPM,,030011,10,602038,602038,,
11,Add the IPA,,030018,11,602038,602038,,
12,Add the Tomadol 91-8,,031013,12,602038,602038,,
13,Add the COLADET 190,,030113,13,602038,602038,,
14,Agitate for 10 minutes,,,14,602038,602038,,
15,Add Coconut Fragrance,,030003,15,602038,602038,,
16,Agitate for 5 minutes.,,,16,602038,602038,,
17,Sample blend; label sample container; and deliver sample to QC Lab.,,,17,602038,602038,,
18,Ensure that any agitators used have been turned off.,,,18,602038,602038,,
19,Remove GHS label from the mix vessel.,,,19,602038,602038,,
1,Gather the required materials.,,,1,602039,602039,,
2,Verify that the vessel is clean. ,,,2,602039,602039,,
3,Apply GHS label to the mix vessel.,,,3,602039,602039,,
4,Charge vessel with water.,,WATER,4,602039,602039,,
5,Start agitator.,,,5,602039,602039,,
6,Add AMMONIUM CHLORIDE,,030007,6,602039,602039,,
7,Agitate for 30 minutes.,,,7,602039,602039,,
8,Add Coladet DEF,,030008CN,8,602039,602039,,
9,Agitate until ingredients are mixed.,,,9,602039,602039,,
10,Add DYE-Chromatint Green 1102.,,100438,10,602039,602039,,
11,Agitate until ingredients are mixed.,,,11,602039,602039,,
12,Add Bluberry W/S Frgrance,,030175,12,602039,602039,,
13,Add Busan 1264,,030146,13,602039,602039,,
14,Agitate until ingredients are mixed.,,,14,602039,602039,,
15,Sample blend; label sample container; and deliver sample to QC Lab.,,,15,602039,602039,,
16,Ensure that any agitators used have been turned off.,,,16,602039,602039,,
17,Apply GHS label to the mix vessel.,,,17,602039,602039,,
1,Gather the required materials.,,,1,602042,602042,,
2,Verify that the vessel is clean. ,,,2,602042,602042,,
3,Apply GHS label to the mix vessel.,,,3,602042,602042,,
4,Charge vessel with water.,gal,WATER,4,602042,602042,,
5,Start agitator.,,,5,602042,602042,,
6,Add DYE-TURQUOISE GREEN 8GL,gram,,6,602042,602042,,
7,Add Maquat CS 465,lbs,,7,602042,602042,,
8,Add Lemon Fragrance ,lbs,,8,602042,602042,,
9,Agitate for 20 minutes.,,,9,602042,602042,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,602042,602042,,
11,Ensure that any agitators used have been turned off.,,,11,602042,602042,,
12,Remove GHS label from the mix vessel.,,,12,602042,602042,,
1,Gather the required materials.,,,1,602043PURPLE,602043PURPLE,,
2,Verify that the vessel is clean. ,,,2,602043PURPLE,602043PURPLE,,
3,Apply GHS label to the mix vessel.,,,3,602043PURPLE,602043PURPLE,,
4,Charge vessel with water.,,WATER,4,602043PURPLE,602043PURPLE,,
5,Start agitator.,,,5,602043PURPLE,602043PURPLE,,
6,Add GL 47S,,031035,6,602043PURPLE,602043PURPLE,,
7,Mix for 15 minutes,,,7,602043PURPLE,602043PURPLE,,
8,Then add Ammonium Chloride,,030007,8,602043PURPLE,602043PURPLE,,
9,Agitate for 20 minutes.,,,9,602043PURPLE,602043PURPLE,,
10,Add DEF 15 ,,030008CN,10,602043PURPLE,602043PURPLE,,
11,Add 703 Lambent ,,030111,11,602043PURPLE,602043PURPLE,,
12,Add APS-342,,031036,12,602043PURPLE,602043PURPLE,,
13,Add Liquidtint VIOLET DYE 0974 ,,050012,13,602043PURPLE,602043PURPLE,,
14,Add Fragrance Blueberry #1014-0092,,031044,14,602043PURPLE,602043PURPLE,,
15,Add Busan 1264,,030146,15,602043PURPLE,602043PURPLE,,
16,Agitate for 15 minutes.,,,16,602043PURPLE,602043PURPLE,,
17,Sample blend; label sample container; and deliver sample to QC Lab.,,,17,602043PURPLE,602043PURPLE,,
18,Ensure that any agitators used have been turned off.,,,18,602043PURPLE,602043PURPLE,,
19,Remove GHS label from the mix vessel.,,,19,602043PURPLE,602043PURPLE,,
1,Gather the required materials.,,,1,602045,602045,,
2,Verify that the vessel is clean. ,,,2,602045,602045,,
3,Apply GHS label to the mix vessel.,,,3,602045,602045,,
4,Charge vessel with water.,gal,WATER,4,602045,602045,,
5,Start agitator.,,,5,602045,602045,,
6,Add TKPP,lbs,030039,6,602045,602045,,
7,Agitate until ingredients are mixed.,,,7,602045,602045,,
8,Add BioTerge AS-40 HA,lbs,030152,8,602045,602045,,
9,Add Tomadol 91-8,lbs,031013,9,602045,602045,,
10,Add Mineral Spirits,lbs,030033,10,602045,602045,,
11,Add SXS,lbs,030013,11,602045,602045,,
12,Add Glycol Ether DB,lbs,031031,12,602045,602045,,
13,Add Odernone #69880,lbs,030198,13,602045,602045,,
14,Add Coconut W/S #,lbs,030003,14,602045,602045,,
15,Agitate until ingredients are mixed.,,,15,602045,602045,,
16,Sample blend; label sample container; and deliver sample to QC Lab.,,,16,602045,602045,,
17,Ensure that any agitators used have been turned off.,,,17,602045,602045,,
18,Remove GHS label from the mix vessel.,,,18,602045,602045,,
1,Gather the required materials.,,,1,602046,602046,,
2,Verify that the vessel is clean. ,,,2,602046,602046,,
3,Apply GHS label to the mix vessel.,,,3,602046,602046,,
4,Charge vessel with water.,gal,WATER,4,602046,602046,,
5,Start agitator.,,,5,602046,602046,,
6,Add GL 47S,lbs,031035,6,602046,602046,,
7,Agitate for 15 minutes.,,,7,602046,602046,,
8,Add Ammonium Chloride,lbs,030007,8,602046,602046,,
9,Agitate for 20 minutes.,,,9,602046,602046,,
10,Add Chromatint 1887 ,grams,050017,10,602046,602046,,
11,Add Coladet DEF 15,lbs,030008CN,11,602046,602046,,
